tircod
"{""cmpcod"":""IBS"",""tircod"":""403"",""memtle"":""U"",""memgnd"":""U"",""cty"":""kochi"",""prgcod"":""PRG"",""memshptyp"":""I"",""enrsrc"":""C"",""age"":""20"",""country"":""India"",""currency"":""INR""}"
"{""cmpcod"":""IBS"",""tircod"":""402"",""memtle"":""DR"",""memgnd"":""M"",""cty"":""thrissur"",""prgcod"":""PRG"",""memshptyp"":""I"",""enrsrc"":""W"",""age"":""21"",""country"":""India"",""currency"":""INR""}"
"{""cmpcod"":""IBS"",""tircod"":""405"",""memtle"":""U"",""memgnd"":""U"",""cty"":""malappuram"",""prgcod"":""PRG"",""memshptyp"":""I"",""enrsrc"":""C"",""age"":""22"",""country"":""India"",""currency"":""INR""}"
"{""cmpcod"":""IBS"",""tircod"":""500"",""memtle"":""MR"",""memgnd"":""F"",""cty"":""dubai"",""prgcod"":""PRG"",""memshptyp"":""I"",""enrsrc"":""C"",""age"":""25"",""country"":""UAE"",""currency"":""dirham""}"
"{""cmpcod"":""IBS"",""tircod"":""411"",""memtle"":""U"",""memgnd"":""U"",""cty"":""Newyork"",""prgcod"":""PRG"",""memshptyp"":""I"",""enrsrc"":""C"",""age"":""24"",""country"":""US"",""currency"":""Dollar""}"
"{""cmpcod"":""IBS"",""tircod"":""413"",""memtle"":""DR"",""memgnd"":""F"",""cty"":""kochi"",""prgcod"":""PRG"",""memshptyp"":""I"",""enrsrc"":""C"",""age"":""30"",""country"":""India"",""currency"":""INR""}"
"{""cmpcod"":""IBS"",""tircod"":""203"",""memtle"":""U"",""memgnd"":""M"",""cty"":""Doha"",""prgcod"":""PRG"",""memshptyp"":""I"",""enrsrc"":""W"",""age"":""50"",""country"":""Qatar"",""currency"":""Dirham""}"
"{""cmpcod"":""IBS"",""tircod"":""303"",""memtle"":""MR"",""memgnd"":""F"",""cty"":""London"",""prgcod"":""PRG"",""memshptyp"":""I"",""enrsrc"":""P"",""age"":""20"",""country"":""Engand"",""currency"":""Pound""}"
"{""cmpcod"":""IBS"",""tircod"":""415"",""memtle"":""U"",""memgnd"":""U"",""cty"":""Trivandrum"",""prgcod"":""PRG"",""memshptyp"":""I"",""enrsrc"":""C"",""age"":""20"",""country"":""India"",""currency"":""INR""}"
"{""cmpcod"":""IBS"",""tircod"":""409"",""memtle"":""MR"",""memgnd"":""F"",""cty"":""Banglore"",""prgcod"":""PRG"",""memshptyp"":""I"",""enrsrc"":""P"",""age"":""23"",""country"":""India"",""currency"":""INR""}"
"{""cmpcod"":""IBS"",""tircod"":""603"",""memtle"":""MR"",""memgnd"":""U"",""cty"":""Rosario"",""prgcod"":""PRG"",""memshptyp"":""I"",""enrsrc"":""C"",""age"":""34"",""country"":""Argentena"",""currency"":""Pesos""}"
"{""cmpcod"":""IBS"",""tircod"":""456"",""memtle"":""U"",""memgnd"":""U"",""cty"":""Brazilial"",""prgcod"":""PRG"",""memshptyp"":""I"",""enrsrc"":""P"",""age"":""29"",""country"":""Brazil"",""currency"":""Real""}"
"{""cmpcod"":""IBS"",""tircod"":""401"",""memtle"":""U"",""memgnd"":""U"",""cty"":""Calicut"",""prgcod"":""PRG"",""memshptyp"":""I"",""enrsrc"":""W"",""age"":""27"",""country"":""India"",""currency"":""INR""}"
"{""cmpcod"":""IBS"",""tircod"":""880"",""memtle"":""U"",""memgnd"":""U"",""cty"":""kochi"",""prgcod"":""PRG"",""memshptyp"":""I"",""enrsrc"":""C"",""age"":""20"",""country"":""India"",""currency"":""INR""}"
"{""cmpcod"":""IBS"",""tircod"":""703"",""memtle"":""DR"",""memgnd"":""F"",""cty"":""Delhi"",""prgcod"":""PRG"",""memshptyp"":""I"",""enrsrc"":""P"",""age"":""28"",""country"":""India"",""currency"":""INR""}"
